fid,id,LDEN,st_area_sh,st_length_,Long,Lat
36,48160,52,100.071290525,40.0142555654,3.8555,43.66128
37,48671,52,100.07128292,40.0142540469,3.86293,43.66109
38,49839,53,100.071237425,40.0142449511,3.9259,43.66005
39,50086,51,100.07079416,40.0141563285,3.85239,43.66096
40,51971,53,300.213076185,80.0284717804,3.97969,43.65892
41,52222,51,100.07074862,40.0141472237,3.90482,43.65989
42,52502,58,500.35547172,120.042611443,3.98133,43.65897
43,52706,50,100.071260155,40.0142494935,3.89428,43.65995
44,53407,55,500.356149325,120.042528806,3.93493,43.65929
45,54037,52,200.142903245,60.0214057182,3.97243,43.65867
46,54299,61,200.142008775,60.0213215897,3.9071,43.6595
47,54826,55,100.07125257,40.0142479791,3.90592,43.65943
48,54861,60,100.0707562,40.0141487382,3.91298,43.65933
49,55579,51,200.14141407,60.0212072321,3.97031,43.65843
50,56071,53,100.07170359,40.0143381492,3.9695,43.65835
51,56426,58,100.071229865,40.0142434377,3.93442,43.65876
52,56433,63,100.071229865,40.0142434377,3.93541,43.65874
53,56546,52,100.07170359,40.0143381492,3.97496,43.65818
54,57535,52,200.1413839,60.0212027097,3.98691,43.65783
55,59101,52,100.07179449,40.0143563227,3.85198,43.65935
56,59166,50,100.07226807,40.0144510042,3.88359,43.65892
57,59727,52,100.07226807,40.0144510042,3.89003,43.65874
58,60772,53,100.071260155,40.0142494935,3.90639,43.65834
59,63253,53,100.071756525,40.0143487334,3.90551,43.6579
60,63949,51,100.071199655,40.0142373978,3.96996,43.6569
61,64822,52,100.07172625,40.0143426786,3.94306,43.65711
62,66539,50,200.14403977,60.0216268869,3.88343,43.65762
63,66953,54,200.14458171,60.0217337181,3.85677,43.65789
64,67059,54,100.07176411,40.0143502489,3.88937,43.6574
65,67730,52,800.574261025,180.064336017,3.94838,43.65658
66,68239,55,100.07171869,40.0143411681,3.95147,43.65636
67,70905,55,100.07177929,40.0143532838,3.8632,43.65704
68,70942,51,200.14404356,60.0216284048,3.87956,43.65686
69,73630,50,100.07174895,40.014347218,3.91537,43.65587
70,76217,64,100.07169605,40.0143366408,3.98576,43.65442
71,76926,54,100.07176411,40.0143502489,3.89106,43.65558
72,78227,55,200.144543725,60.0216268877,3.88244,43.65543
73,79606,51,100.071245,40.0142464636,3.91584,43.6547
74,80882,50,100.07174895,40.014347218,3.92091,43.65436
75,81420,55,100.07171113,40.0143396597,3.96268,43.65368
76,82614,54,200.14449066,60.0217200635,3.92264,43.65402
77,83133,58,100.07170359,40.0143381492,3.97098,43.6532
78,83732,51,200.14407394,60.0216314418,3.86369,43.65451
79,83877,50,100.072245325,40.0144464589,3.91991,43.65374
80,84641,51,100.072268065,40.0144510052,3.88433,43.65405
81,85725,51,100.07284054,40.0145654576,3.79012,43.65503
82,85731,56,100.07234419,40.0144662247,3.79086,43.65502
83,87399,59,200.144543725,60.0216268877,3.88202,43.65345
84,91073,55,100.072283255,40.0144540401,3.86533,43.65287
85,91634,56,200.14498704,60.0217200637,3.92073,43.65206
86,92572,53,200.14391867,60.0216087294,3.96534,43.65125
87,93330,51,200.145009765,60.0218238483,3.90832,43.65188
88,93727,51,100.07176411,40.0143502489,3.88998,43.65199
89,94600,50,100.07226048,40.0144494888,3.8953,43.65174
90,95393,51,100.07329119,40.0146555538,3.86282,43.652
91,97074,53,100.07171869,40.0143411681,3.95317,43.65048
92,97769,57,100.07328359,40.0146540344,3.86628,43.65151
93,98355,52,100.07274928,40.0145472122,3.91177,43.65079
94,100282,58,100.07171114,40.0143396577,3.96394,43.6497
95,101183,52,200.146689055,60.0219489477,3.7839,43.65187
96,101482,51,400.2904175,100.036158958,3.93753,43.64987
97,101822,54,300.21928987,80.0293004805,3.89052,43.65043
98,102651,56,100.072283255,40.0144540401,3.8696,43.65047
99,103242,61,100.07274171,40.0145456988,3.91868,43.64971
100,103569,56,200.14508567,60.0218344764,3.85646,43.65051
101,104125,53,100.07276444,40.0145502431,3.89426,43.64986
102,106312,51,100.07382562,40.0147624009,3.81047,43.65053
103,106364,61,100.07279482,40.0145563169,3.85818,43.6499
104,106901,50,100.0732684,40.0146509995,3.88099,43.64951
105,107351,52,200.147086335,60.0219321936,3.85923,43.64971
106,108751,53,100.07277962,40.014553278,3.86734,43.64933
107,110104,52,200.14558584,60.0218329557,3.85786,43.64919
108,110186,53,100.073253235,40.0146479676,3.89882,43.64863
109,113022,52,100.07326082,40.014649482,3.89484,43.64815
110,114878,66,100.073215415,40.0146404044,3.95345,43.64697
111,117598,55,700.51439451,160.058602477,3.88552,43.64737
112,117941,57,200.14710156,60.022035991,3.84257,43.64777
113,118111,54,100.07323053,40.0146434262,3.94054,43.64643
114,119330,53,100.07323053,40.0146434262,3.93446,43.64624
115,119553,58,100.07329879,40.0146570752,3.84176,43.64742
116,122111,63,100.07279482,40.0145563169,3.85426,43.64671
117,122460,53,100.07332926,40.014663167,3.80617,43.64726
118,124174,53,200.14697257,60.0220162733,3.92756,43.64535
119,128422,63,100.07379516,40.0147563111,3.85324,43.64556
120,128546,62,100.07326082,40.014649482,3.90244,43.64489
121,128878,50,300.22246957,80.0295217539,3.81853,43.64593
122,129163,52,200.1474841,60.0221185381,3.9266,43.64451
123,134687,54,200.145941985,60.0220132494,3.94541,43.64325
124,134862,57,200.147613145,60.0221367484,3.84224,43.64453
125,136165,54,100.074321975,40.0148616368,3.82271,43.64452
126,136440,50,100.07373448,40.0147441796,3.93301,43.64302
127,138430,52,200.148136165,60.0222420745,3.8227,43.64412
128,140345,53,100.07274928,40.0145472122,3.91105,43.64252
129,141133,51,100.07428393,40.0148540286,3.86569,43.64296
130,141730,50,200.148223955,60.0222558159,3.76196,43.64418
131,142490,52,100.07374205,40.0147456921,3.92108,43.64193
132,142911,53,100.07374205,40.0147456921,3.91587,43.64191
133,143188,57,100.07430674,40.0148585909,3.84846,43.64274
134,144210,56,400.29596475,100.036964985,3.92315,43.64165
135,144245,50,100.07373448,40.0147441796,3.93681,43.64135
136,144390,53,100.074321975,40.0148616368,3.82057,43.64284
137,144403,54,100.07431436,40.0148601123,3.82441,43.64279
138,145120,54,200.147957785,60.0222147551,3.93891,43.64118
139,145864,56,100.07376478,40.0147502374,3.8938,43.64159
140,146685,53,100.07379516,40.0147563111,3.86195,43.64184
141,147224,56,100.07374205,40.0147456921,3.92428,43.6409
142,148729,56,100.074291525,40.014855549,3.86243,43.64138
143,149717,64,100.07372692,40.0147426672,3.93641,43.64018
144,149979,54,100.0747879,40.0149547859,3.86416,43.64109
145,150754,54,100.07481072,40.0149593482,3.83429,43.64131
146,151154,57,200.14912508,60.0222390281,3.82704,43.64131
147,151661,53,100.07430674,40.0148585909,3.84407,43.641
148,151674,61,100.074299135,40.0148570685,3.84767,43.64095
149,152037,54,100.07481072,40.0149593482,3.83168,43.64107
150,152761,51,200.14749924,60.0221200525,3.9134,43.63988
151,153336,62,100.07371936,40.0147411567,3.9458,43.63933
152,153339,81,100.07422331,40.0148419091,3.9463,43.63932
153,153491,53,100.07481834,40.0149608717,3.8313,43.64081
154,159756,60,100.0747955,40.0149563054,3.8537,43.63925
155,160173,60,400.29869705,100.037294569,3.84651,43.63939
156,160196,59,200.150083575,60.0224329376,3.85339,43.63916
157,161303,53,400.29750312,100.037369516,3.9085,43.63832
158,163124,53,100.07524635,40.0150464407,3.91886,43.63773
159,164131,57,100.07374205,40.0147456921,3.9191,43.63755
160,164918,51,100.0747803,40.0149532665,3.86569,43.6381
161,167491,51,100.07374962,40.0147472065,3.91562,43.63696
162,169461,50,200.1485299,60.0223261085,3.89095,43.63699
163,171418,50,100.07527668,40.0150525044,3.88016,43.63673
164,171496,51,100.07425358,40.0148479608,3.90531,43.63639
165,172222,57,100.07431436,40.0148601123,3.83158,43.6372
166,173844,56,100.0747879,40.0149547859,3.86094,43.63654
167,174976,50,300.22528434,80.0300989411,3.89336,43.63598
168,175333,54,100.0747955,40.0149563054,3.85561,43.63634
169,178145,58,300.22643286,80.0301186906,3.83172,43.63615
170,178737,57,400.299640375,100.037486961,3.86817,43.63563
171,179234,51,100.07527668,40.0150525044,3.88372,43.63524
172,179970,55,100.075322325,40.01506163,3.823,43.63588
173,180227,56,100.07525392,40.0150479561,3.90837,43.63472
174,180749,67,100.07474239,40.0149456873,3.922,43.63445
175,185080,53,100.075269085,40.015050988,3.87948,43.63422
176,185748,54,100.075368145,40.0150707925,3.75878,43.63562
177,186606,51,200.14902248,60.0224253484,3.8931,43.63381
178,186677,59,300.2252616,80.029895916,3.91003,43.63359
179,186709,64,100.075238775,40.0150449282,3.91887,43.63341
180,187155,55,100.07475754,40.0149487162,3.90549,43.6335
181,188721,61,400.30099297,100.037465727,3.91577,43.63314
182,190323,51,100.07579585,40.0151562996,3.85479,43.63356
183,191480,57,100.07575031,40.015147195,3.91104,43.63262
184,192216,51,100.0747955,40.0149563054,3.85218,43.63324
185,192401,56,100.07576547,40.0151502259,3.8958,43.63265
186,195224,53,100.07475754,40.0149487152,3.90446,43.63199
187,196426,52,100.07579585,40.0151562996,3.85402,43.6324
188,198382,53,100.07527668,40.0150525044,3.87978,43.6317
189,198502,78,100.07575031,40.015147195,3.91386,43.63123
190,198955,75,100.07575031,40.015147195,3.91385,43.63114
191,199783,62,200.150504055,60.0226223106,3.90542,43.63112
192,200592,50,100.07576547,40.0151502259,3.88981,43.63111
193,201696,55,100.076307435,40.0152585793,3.84012,43.63151
194,201888,54,100.07676582,40.0153502201,3.8924,43.6308
195,203111,59,100.07576547,40.0151502259,3.90082,43.63042
196,203416,55,100.07578065,40.0151532607,3.87889,43.63063
197,204963,53,100.07626185,40.0152494658,3.89486,43.63005
198,205740,58,100.07524635,40.0150464407,3.92372,43.62947
199,206772,51,200.15152335,60.0227230662,3.89565,43.62959
200,207796,51,100.075269085,40.015050988,3.88196,43.62951
201,208626,55,100.07585685,40.015168495,3.76957,43.63071
202,209259,54,100.075773055,40.0151517433,3.88678,43.62908
203,209692,58,100.07575788,40.0151487115,3.90202,43.62878
204,210359,50,100.07578065,40.0151532607,3.87203,43.62901
205,210907,73,200.151511985,60.0226223106,3.90604,43.62846
206,211270,65,200.152008375,60.0227215495,3.8981,43.62847
207,213203,61,100.0767962,40.0153562938,3.8455,43.62874
208,213224,54,200.1515917,60.0227336892,3.85349,43.62863
209,213288,54,100.07578065,40.0151532607,3.87139,43.62839
210,217292,61,100.0768572,40.0153684891,3.7803,43.62859
211,218800,61,100.07684956,40.0153669617,3.78265,43.6282
212,221054,52,100.076277025,40.0152524996,3.87952,43.62648
213,222321,67,100.07675824,40.0153487047,3.89525,43.62599
214,224527,61,100.07623913,40.0152449215,3.92064,43.62519
215,225095,52,200.152595855,60.0229352038,3.84989,43.62602
216,225258,68,100.07626185,40.0152494658,3.89412,43.62538
217,226245,55,100.07680381,40.0153578152,3.8396,43.62584
218,226320,61,100.0767886,40.0153547744,3.86066,43.62556
219,227636,73,100.07676582,40.0153502201,3.89572,43.62482
220,227990,55,100.07578065,40.0151532607,3.87118,43.62506
221,228629,53,200.153126475,60.0228390107,3.82453,43.6255
222,230811,59,100.076284625,40.0152540171,3.862,43.62455
223,232548,51,100.0767962,40.0153562938,3.8522,43.62433
224,233144,65,100.07626185,40.0152494658,3.89445,43.62366
225,234301,51,100.076781,40.015353255,3.86917,43.62374
226,236239,60,300.231801795,80.0308011956,3.88844,43.62318
227,236322,56,100.077247055,40.0154464292,3.91661,43.62273
228,236692,58,100.07576547,40.0151502259,3.88873,43.62302
229,237151,56,200.154516835,60.0232238088,3.90099,43.62281
230,238115,57,1401.07435193,280.107916867,3.83338,43.6238
231,238218,59,100.077284975,40.0154540123,3.86357,43.623
232,238759,64,500.38282875,120.046252171,3.88944,43.62269
233,238883,52,200.1547033,60.0232511992,3.78465,43.6239
234,239000,51,100.0768038,40.0153578162,3.843,43.6231
235,239609,55,200.15353923,60.0231276029,3.88351,43.62251
236,241869,56,300.23134336,80.0309065042,3.87119,43.62221
237,242032,52,100.07784991,40.0155669569,3.78538,43.62322
238,242277,56,200.15306562,60.0230314019,3.86814,43.62218
239,242998,54,200.154627005,60.0232405223,3.82675,43.62255
240,243774,55,100.07626185,40.0152494658,3.89885,43.62144
241,244156,55,100.077277385,40.0154524929,3.87977,43.62161
242,245923,60,100.0767886,40.0153547744,3.85907,43.62153
243,248017,55,100.07773588,40.0155441567,3.92311,43.62029
244,248539,53,100.07732303,40.0154616184,3.82412,43.62146
245,248973,50,200.15567693,60.0233473795,3.79984,43.62173
246,249166,59,100.077284975,40.0154540123,3.86476,43.62083
247,251198,55,100.076254275,40.0152479494,3.90364,43.61994
248,251820,53,100.07730018,40.0154570521,3.83848,43.62064
249,252962,57,200.15453579,60.0231245691,3.88796,43.61979
250,253618,50,200.15465368,60.0231428101,3.81623,43.62057
251,255470,51,2101.62081636,300.115807687,3.90763,43.61932
252,255757,52,100.077284975,40.0154540123,3.86163,43.61961
253,256025,54,100.07784228,40.0155654285,3.78915,43.62047
254,256325,50,200.15505115,60.0232268419,3.88113,43.61925
255,257179,50,100.077284975,40.0154540123,3.86273,43.61932
256,257579,54,100.0767962,40.0153562938,3.85096,43.61939
257,257715,50,100.07726979,40.0154509765,3.87946,43.61901
258,258045,55,100.0767962,40.0153562938,3.85158,43.61929
259,258543,60,100.0767962,40.0153562938,3.8522,43.61919
260,258729,63,100.07726979,40.0154509765,3.88948,43.61869
261,259220,60,100.07726221,40.0154494591,3.89815,43.61848
262,261233,62,100.07781178,40.0155593308,3.83088,43.61894
263,262212,53,100.07781178,40.0155593308,3.83533,43.6187
264,262228,59,100.077307795,40.0154585725,3.8388,43.61865
265,262255,63,200.15509674,60.0232344359,3.84555,43.61856
266,262994,58,100.07726221,40.0154494591,3.90297,43.61769
267,263355,50,100.07778136,40.0155532492,3.87732,43.61796
268,264966,52,200.15501322,60.0234238033,3.90098,43.61741
269,265377,53,100.07777376,40.0155517328,3.88165,43.61754
270,265786,54,500.38989956,100.038880847,3.8725,43.61761
271,266765,50,100.077277385,40.0154524929,3.87805,43.61732
272,266942,61,200.1566811,60.0235489001,3.79542,43.61836
273,268539,54,100.077284975,40.0154540123,3.86417,43.61714
274,269517,52,100.07778136,40.0155532492,3.87543,43.61681
275,270775,54,400.310792655,100.039105175,3.82068,43.61741
276,270948,50,100.07828534,40.0156540055,3.86205,43.61672
277,271020,50,100.07777377,40.0155517308,3.87567,43.61654
278,272332,52,400.31024676,100.038697572,3.83132,43.61691
279,272539,56,100.07778136,40.0155532492,3.87208,43.61632
280,273136,53,100.07777376,40.0155517328,3.88731,43.61602
281,273263,61,200.1566811,60.0234466141,3.79694,43.61713
282,273568,59,100.077773765,40.0155517318,3.8743,43.61611
283,274069,58,400.312122,100.038981602,3.87154,43.61612
284,274190,51,100.078262565,40.0156494543,3.89436,43.61574
285,275372,55,100.07784228,40.0155654285,3.80257,43.6167
286,275412,62,100.077819395,40.0155608542,3.82065,43.61646
287,275414,58,100.078323385,40.0156616135,3.8209,43.61646
288,275500,50,200.15510435,60.0233367134,3.84332,43.61621
289,276774,51,200.157036695,60.0234253187,3.88847,43.61537
290,276849,54,100.07775102,40.0155471836,3.91108,43.61506
291,278919,57,100.07825499,40.0156479379,3.90772,43.61475
292,280880,53,100.07828534,40.0156540055,3.85804,43.61506
293,281009,68,100.07776618,40.0155502144,3.88418,43.61471
294,281720,56,1200.93848305,260.10085394,3.80657,43.61556
295,283302,51,300.23320764,80.0310883135,3.93318,43.61373
296,284873,51,400.313050275,100.039174012,3.89401,43.61404
297,284924,50,100.07775102,40.0155471836,3.90918,43.61374
298,285932,60,100.07776618,40.0155502144,3.88899,43.61383
299,286782,53,100.078300545,40.0156570453,3.84278,43.61428
300,287138,53,200.15544908,60.0233124556,3.93847,43.61297
301,287403,50,100.07729258,40.0154555307,3.8564,43.61401
302,287613,51,500.38977061,120.046943815,3.90253,43.61347
303,288815,58,100.07723192,40.0154434034,3.93617,43.61273
304,292770,50,200.15656688,60.0234298707,3.86586,43.61298
305,294264,52,100.07878172,40.0157532434,3.86566,43.61271
306,294378,51,700.54686036,160.062596298,3.89182,43.61237
307,294386,51,100.078262565,40.0156494543,3.89403,43.61233
308,294684,51,100.078292935,40.0156555259,3.856,43.61275
309,296503,54,500.39361005,120.047287115,3.81752,43.61304
310,298518,51,100.078292935,40.0156555259,3.85982,43.61198
311,298567,64,200.15656688,60.0235306272,3.87233,43.61186
312,299601,57,100.078262565,40.0156494543,3.90057,43.61125
313,300343,53,100.07879692,40.0157562822,3.8556,43.61168
314,300644,56,100.07782702,40.0155623777,3.81435,43.61213
315,301009,55,200.15649482,60.0235185,3.92143,43.61069
316,302028,53,200.15763952,60.0235412751,3.818,43.61181
317,302049,62,100.07831577,40.0156600891,3.82747,43.61169
318,304347,50,100.07881214,40.015759325,3.83205,43.61118
319,304838,54,100.07830815,40.0156585677,3.83848,43.611
320,306665,56,200.15765476,60.0236420341,3.81463,43.61096
321,308000,70,100.07775102,40.0155471836,3.90845,43.60952
322,308139,50,200.15612755,60.0234389934,3.82862,43.6105
323,308900,58,200.157021525,60.0234222879,3.89823,43.60948
324,309358,59,100.07976691,40.0159502029,3.89457,43.60944
325,311814,53,300.23597433,80.0313217021,3.8143,43.60997
326,312117,61,200.1575255,60.0235230422,3.89289,43.60892
327,312911,54,100.07879692,40.0157562822,3.85393,43.60927
328,313067,50,100.07876654,40.0157502086,3.89009,43.60878
329,313606,55,100.07933901,40.0158646565,3.80091,43.60978
330,314238,59,100.078292935,40.0156555259,3.86061,43.60891
331,316994,70,100.07876654,40.0157502086,3.88413,43.60805
332,317858,55,100.0792857,40.0158540008,3.86146,43.60818
333,318501,51,100.079270515,40.015850965,3.8887,43.60772
334,320942,55,200.15653651,60.0235245576,3.88863,43.60727
335,321418,50,100.079262935,40.0158494476,3.89934,43.60703
336,322858,71,100.078232275,40.0156433987,3.93253,43.6063
337,323178,53,100.079270515,40.015850965,3.8763,43.60699
338,324305,70,100.07773588,40.0155441567,3.9319,43.60604
339,325560,52,200.158579005,60.0237306215,3.8657,43.60668
340,325745,54,100.07975933,40.0159486865,3.90366,43.60616
341,326382,53,100.07981251,40.0159593193,3.83219,43.60695
342,328498,57,100.07878172,40.0157532434,3.87181,43.60606
343,331038,54,100.07976691,40.0159502029,3.88592,43.60541
344,331518,59,100.07976691,40.0159502029,3.89199,43.60524
345,331925,52,100.079270515,40.015850965,3.87972,43.60532
346,333105,60,100.07982775,40.015962366,3.81172,43.60595
347,333374,50,100.07978209,40.0159532377,3.87327,43.60514
348,333885,59,100.07927811,40.0158524814,3.87463,43.60503
349,336472,54,100.07982775,40.015962366,3.81096,43.60533
350,337314,50,200.15852586,60.023723037,3.89462,43.60412
351,337695,52,100.079270515,40.015850965,3.88353,43.60419
352,337723,63,100.07876654,40.0157502086,3.88997,43.6041
353,340773,60,100.07927811,40.0158524814,3.87893,43.60362
354,341701,51,100.07976691,40.0159502029,3.88946,43.6033
355,341798,66,200.158487985,60.023817734,3.92556,43.6028
356,342069,52,100.07976691,40.0159502029,3.87868,43.60335
357,345526,52,100.07975175,40.0159471721,3.91482,43.60213
358,345724,56,100.079789685,40.0159547571,3.8659,43.60271
359,347551,55,100.07982775,40.015962366,3.80806,43.60303
360,348147,61,100.08078246,40.0161532319,3.87022,43.60212
361,348175,50,100.07978209,40.0159532377,3.8753,43.60205
362,348218,62,100.080278475,40.0160524766,3.88434,43.60192
363,350261,57,200.15850313,60.0237200067,3.91486,43.60105
364,351484,69,100.07973661,40.0159441453,3.91912,43.60072
365,351942,51,200.161110345,60.0240359327,3.83893,43.60164
366,352102,52,100.080278475,40.0160524766,3.87392,43.60117
367,352235,58,100.07974417,40.0159456597,3.91763,43.60057
368,353102,54,100.080308885,40.0160585562,3.83923,43.60136
369,354067,57,100.08078246,40.0161532319,3.87044,43.60076
370,354798,51,100.07980489,40.0159577989,3.84244,43.60096
371,355935,63,300.239778165,80.0318973757,3.90205,43.60003
372,356016,50,100.07982012,40.0159608436,3.82869,43.60087
373,356338,67,100.07975175,40.0159471721,3.91711,43.59967
374,357934,55,100.0802633,40.0160494428,3.8906,43.59968
375,358626,52,100.08079005,40.0161547523,3.86756,43.59981
376,359009,61,100.08078246,40.0161532319,3.86781,43.59972
377,359023,56,100.08079005,40.0161547523,3.87004,43.59969
378,359056,57,100.080278475,40.0160524766,3.87425,43.59963
379,360510,51,100.080308885,40.0160585562,3.83746,43.59976
380,363772,52,200.159965835,60.0239139511,3.9336,43.59782
381,363773,53,100.07973661,40.0159441453,3.93379,43.59782
382,365146,54,100.08078246,40.0161532319,3.8752,43.59827
383,366622,50,100.07976691,40.0159502029,3.88919,43.59772
384,367112,63,100.080308885,40.0160585562,3.84237,43.59817
385,367189,54,100.08029367,40.0160555144,3.8633,43.59789
386,367329,51,100.080767275,40.0161501991,3.89463,43.59746
387,368117,50,300.24243864,80.0323186269,3.83354,43.59805
388,368579,59,100.08079005,40.0161547523,3.86466,43.59751
389,369709,73,100.081256095,40.0162479217,3.91071,43.59661
390,369957,51,100.08127126,40.0162509535,3.88582,43.59686
391,370424,57,100.08080526,40.0161577931,3.84446,43.59724
392,370606,50,100.08077487,40.0161517145,3.88656,43.59667
393,370854,60,100.08079005,40.0161547523,3.86873,43.59683
394,371094,51,100.080308885,40.0160585562,3.84173,43.5971
395,371215,60,100.081286445,40.0162539892,3.87293,43.59668
396,371829,54,400.32265624,100.040387638,3.86408,43.59671
397,371996,56,100.07975175,40.0159471721,3.90735,43.59603
398,372523,51,100.08077486,40.0161517155,3.87553,43.59628
399,375001,56,600.485725515,140.05664011,3.86631,43.59587
400,375072,51,100.08076728,40.0161501971,3.88319,43.59555
401,376109,59,400.32410363,100.040480802,3.87993,43.59544
402,376881,52,200.161523185,60.0243245356,3.89865,43.59493
403,377955,55,100.0802633,40.0160494428,3.89988,43.5946
404,378200,65,100.08127126,40.0162509535,3.87883,43.5948
405,378302,53,100.08074455,40.016145653,3.92328,43.59418
406,379519,50,100.08080526,40.0161577931,3.84477,43.5949
407,380138,50,300.24178268,80.0324011506,3.8969,43.59419
408,380918,62,200.16251219,60.0243230198,3.90655,43.59383
409,381079,53,100.08079005,40.0161547523,3.85789,43.59436
410,381162,58,100.081286445,40.0162539892,3.872,43.59417
411,383848,52,200.16254252,60.0243275694,3.88821,43.59336
412,384746,53,100.08129405,40.0162555076,3.86554,43.59336
413,384876,52,100.08127126,40.0162509535,3.89291,43.59298
414,385375,52,200.1625957,60.0243336429,3.85458,43.59332
415,385582,64,600.48455061,140.056516598,3.90188,43.59277
416,385835,50,200.163061695,60.0244298421,3.88101,43.59292
417,385870,52,100.08127126,40.0162509535,3.88819,43.59278
418,386471,59,100.08178284,40.0163532261,3.87432,43.59279
419,386794,51,200.16306168,60.0243275692,3.87116,43.59274
420,386916,60,100.08075969,40.0161486827,3.90416,43.59229
421,387030,59,100.08179803,40.0163562669,3.85265,43.5929
422,387643,54,400.325767675,100.040902079,3.82859,43.59311
423,391597,50,400.32565736,100.040787627,3.86283,43.5915
424,395682,51,100.08130165,40.016257029,3.84874,43.59007
425,395749,55,900.735071725,180.07369104,3.87032,43.58992
426,396018,58,100.081775245,40.0163517088,3.88328,43.58952
427,397471,57,200.164645935,60.0246404827,3.82265,43.58961
428,399121,54,100.082294425,40.0164555028,3.8513,43.58851
429,399320,65,100.08179803,40.0163562669,3.85476,43.58837
430,399903,54,100.08228682,40.0164539834,3.86813,43.58792
431,400330,50,400.32707821,100.040877757,3.8879,43.58754
432,400549,68,100.08231725,40.0164600669,3.82515,43.58813
433,401092,57,300.24687947,80.0330132823,3.85846,43.58751
434,401932,68,100.08176007,40.016348677,3.89323,43.58659
435,402478,52,100.08278322,40.0165532204,3.86648,43.58668
436,402552,67,100.08227163,40.0164509497,3.89174,43.58634
437,402778,64,100.08231725,40.0164600669,3.82748,43.58702
438,403291,69,100.08227923,40.0164524651,3.87712,43.58618
439,403427,52,100.08179043,40.0163547465,3.86598,43.58624
440,403741,68,200.16511566,60.0248389538,3.83651,43.5865
441,404327,56,100.082294425,40.0164555028,3.85879,43.58589
442,404344,54,200.164585045,60.0246313565,3.86182,43.58584
443,406207,57,100.08282125,40.0165608262,3.83041,43.58527
444,406746,52,200.16508904,60.0248343897,3.85603,43.58471
445,406952,68,100.08276804,40.0165501856,3.88896,43.58413
446,408048,52,400.330102135,100.041180023,3.8813,43.58362
447,408470,50,300.248456155,80.03312165,3.82237,43.584
448,408560,74,200.16456606,60.0247305926,3.87593,43.58327
449,410007,52,100.08282125,40.0165608262,3.82936,43.58304
450,410714,56,100.08281364,40.0165593019,3.82737,43.5827
451,411011,76,100.08328721,40.0166539777,3.87466,43.58198
452,412400,63,300.25040744,80.0334163132,3.84791,43.58171
453,412441,77,100.083279615,40.0166524593,3.87427,43.58127
454,412663,53,100.08331764,40.0166600611,3.82351,43.58176
455,413471,54,100.08328721,40.0166539777,3.87092,43.58077
456,415331,56,100.08331764,40.0166600611,3.83375,43.58037
457,415722,79,100.08377601,40.0167516983,3.87386,43.57965
458,416293,56,100.08281364,40.0165593019,3.83696,43.57978
459,416294,57,100.08381402,40.0167592981,3.83708,43.57978
460,417596,65,100.083279605,40.0166524613,3.87705,43.57862
461,418028,52,800.66739306,180.074797841,3.85096,43.57878
462,418071,78,100.083279605,40.0166524613,3.87284,43.5784
463,418670,57,500.41749723,120.049968011,3.8504,43.57842
464,418899,53,100.08282125,40.0165608262,3.82578,43.57849
465,419413,50,100.08382164,40.0167608204,3.82429,43.57815
466,419761,62,200.166578215,60.0250328643,3.866,43.57746
467,420079,50,200.168647485,60.0253427482,3.81945,43.57781
