X,Y,id,NO2,Lat,Long
6.088154904356,45.897260361693903,1,45.000000000000000,45.897260000000003,6.088200000000000
6.0849928139504,45.89041179079436,2,51.000000000000000,45.890411999999998,6.085000000000000
6.074296641906317,45.878814881997414,3,39.000000000000000,45.878815000000003,6.074300000000000
6.094119152715224,45.905559545598223,5,48.000000000000000,45.905560000000001,6.094100000000000
6.094236173456227,45.898167319239249,6,57.000000000000000,45.898167000000001,6.094200000000000
6.099619778610812,45.900331475390338,7,58.000000000000000,45.900331000000001,6.099600000000000
6.106614529803282,45.899602821281754,8,61.000000000000000,45.899602999999999,6.106600000000000
6.107640843069092,45.897882141324672,10,64.000000000000000,45.897882000000003,6.107600000000000
6.111711825769967,45.894591598619201,13,67.000000000000000,45.894592000000003,6.111700000000000
6.113186317952487,45.904994797224369,21,56.000000000000000,45.904995000000000,6.113200000000000
6.113707516535677,45.933050752335689,14,37.000000000000000,45.933050999999999,6.113700000000000
6.051206214153769,45.896220480881496,122,10.000000000000000,45.896220000000000,6.051200000000000
6.06948324096634,45.903816305033899,123,7.000000000000000,45.903815999999999,6.069500000000000
6.039614075022477,45.904705916357074,124,21.000000000000000,45.904705999999997,6.039600000000000
6.051601663727094,45.882009971689435,125,22.000000000000000,45.882010000000001,6.051600000000000
6.091946956337368,45.914267014245077,126,28.000000000000000,45.914267000000002,6.091900000000000
6.081400106442369,45.920251463530121,129,23.000000000000000,45.920251000000000,6.081400000000000
6.123684669492675,45.900350152546643,201,35.000000000000000,45.900350000000003,6.123700000000000
6.102237353284654,45.885915001111591,202,36.000000000000000,45.885914999999997,6.102200000000000
6.099501835129291,45.887723802282245,204,35.000000000000000,45.887723999999999,6.099500000000000
6.101527567783542,45.89220898302208,205,38.000000000000000,45.892209000000001,6.101500000000000
6.108254546509514,45.894088170372953,209,34.000000000000000,45.894088000000004,6.108300000000000
6.11479400682973,45.897871012407066,203,45.000000000000000,45.897871000000002,6.114800000000000
6.117697611147916,45.885448260862475,208,37.000000000000000,45.885447999999997,6.117700000000000
6.120642205444671,45.876904587801626,305,11.000000000000000,45.876905000000001,6.120600000000000
6.134383719666115,45.882633709916959,307,17.000000000000000,45.882634000000003,6.134400000000000
6.10725666054957,45.887923649645742,309,28.000000000000000,45.887923999999998,6.107300000000000
6.110775192449422,45.889519326031724,214,26.000000000000000,45.889519000000000,6.110800000000000
6.12967483671004,45.881938620279939,206,17.000000000000000,45.881939000000003,6.129700000000000
6.140142758417039,45.876859687944979,211,22.000000000000000,45.876860000000001,6.140100000000000
6.082005444476565,45.862361523115425,302,43.000000000000000,45.862361999999997,6.082000000000000
6.089127676481705,45.859772777863427,404,39.000000000000000,45.859772999999997,6.089100000000000
6.076708921191458,45.858501835938597,407,41.000000000000000,45.858502000000001,6.076700000000000
6.088511144310251,45.869861790816941,501,16.000000000000000,45.869861999999998,6.088500000000000
6.102246267268545,45.874521583261021,502,25.000000000000000,45.874521999999999,6.102200000000000
6.141457257212201,45.860517384783527,601,31.000000000000000,45.860517000000002,6.141500000000000
6.146044194543879,45.848748622857229,602,44.000000000000000,45.848748999999998,6.146000000000000
6.163126792609662,45.833492903226272,605,42.000000000000000,45.833492999999997,6.163100000000000
