fid,DN,X_Coord,Y_Coord
"1","56",3.865868077,43.6787499473
"2","54",3.8665928334,43.6787499473
"3","55",3.8673175898,43.6787499473
"4","56",3.8687671026,43.6787499473
"5","55",3.865868077,43.67802443526
"6","52",3.8665928334,43.67802443526
"7","53",3.869491859,43.67802443526
"8","55",3.8702166154,43.67802443526
"9","56",3.87495540724615,43.6776895835492
"10","55",3.8771018012,43.67802443526
"11","53",3.865868077,43.67729892322
"12","53",3.8723908846,43.67729892322
"13","55",3.8738403974,43.67729892322
"14","54",3.8651433206,43.67657341118
"15","52",3.865868077,43.67657341118
"16","53",3.8752899102,43.67657341118
"17","55",3.8774641794,43.67657341118
"18","56",3.8807255832,43.67657341118
"19","56",3.86393539326667,43.6772384638833
"20","54",3.8644185642,43.67584789914
"21","54",3.8789136922,43.67584789914
"22","56",3.8843493652,43.67584789914
"23","52",3.8647809424,43.6751223871
"24","54",3.8825374742,43.6751223871
"25","56",3.8883355254,43.6751223871
"26","52",3.8832622306,43.67439687506
"27","53",3.8843493652,43.67439687506
"28","54",3.8868860126,43.67439687506
"29","52",3.9216743198,43.67439687506
"30","52",3.8861612562,43.67367136302
"31","53",3.8879731472,43.67367136302
"32","54",3.891234551,43.67367136302
"33","55",3.8470244106,43.67294585098
"34","54",3.862244295,43.67294585098
"35","50",3.8644185642,43.67294585098
"36","50",3.8883355254,43.67294585098
"37","52",3.88942266,43.67294585098
"38","53",3.8919593074,43.67294585098
"39","54",3.8955830894,43.67294585098
"40","51",3.9387060952,43.67294585098
"41","53",3.8412263594,43.67222033894
"42","54",3.8470244106,43.67222033894
"43","53",3.847749167,43.67222033894
"44","54",3.8615195386,43.67222033894
"45","52",3.8636938078,43.67222033894
"46","50",3.8905097946,43.67222033894
"47","52",3.893046442,43.67222033894
"48","53",3.8963078458,43.67222033894
"49","54",3.8999316278,43.67222033894
"50","53",3.838689712,43.6714948269
"51","54",3.8462996542,43.67113207088
"52","53",3.8470244106,43.67113207088
"53","54",3.8629690514,43.6714948269
"54","51",3.894858333,43.6714948269
"55","52",3.8970326022,43.6714948269
"56","53",3.9006563842,43.6714948269
"57","54",3.9042801662,43.6714948269
"58","53",3.836877821,43.67076931486
"59","53",3.86272746593333,43.6725226356233
"60","51",3.8981197368,43.67076931486
"61","52",3.9013811406,43.67076931486
"62","53",3.9050049226,43.67076931486
"63","55",3.85914884009533,43.6732306314069
"64","55",3.89709626323514,43.6741027485573
"65","50",3.89879617610667,43.669608495596
"66","54",3.91235894799209,43.6719416111506
"67","54",3.8455748978,43.67004380282
"68","53",3.8462996542,43.67004380282
"69","54",3.86200270953333,43.6702856401667
"70","53",3.92158462222574,43.6701587354204
"71","50",3.9629854346,43.67004380282
"72","52",3.8303550134,43.66931829078
"73","57",3.8426758722,43.66931829078
"74","55",3.844125385,43.66931829078
"75","54",3.8448501414,43.66931829078
"76","50",3.8629690514,43.66931829078
"77","51",3.9640725692,43.66931829078
"78","50",3.9651597038,43.66931829078
"79","52",3.8285431224,43.66859277874
"80","56",3.8426758722,43.66859277874
"81","55",3.8434006286,43.66859277874
"82","51",3.965522082,43.66859277874
"83","50",3.9666092166,43.66859277874
"84","52",3.826006475,43.6678672667
"85","56",3.8419511158,43.66750451068
"86","55",3.8426758722,43.66750451068
"87","52",3.9662468384,43.6678672667
"88","51",3.9676963512,43.6678672667
"89","50",3.9687834858,43.6678672667
"90","51",3.822382693,43.66714175466
"91","51",3.9028306534,43.66714175466
"92","54",3.9651597038,43.66714175466
"93","53",3.9662468384,43.66714175466
"94","52",3.9676963512,43.66714175466
"95","51",3.969145864,43.66714175466
"96","50",3.9702329986,43.66714175466
"97","51",3.8202084238,43.66641624262
"98","56",3.8412263594,43.66641624262
"99","51",3.9035554098,43.66641624262
"100","50",3.9042801662,43.66641624262
"101","52",3.94377939,43.66641624262
"102","53",3.9684211076,43.66641624262
"103","52",3.9698706204,43.66641624262
"104","51",3.9713201332,43.66641624262
"105","50",3.9724072678,43.66641624262
"106","51",3.8176717764,43.66569073058
"107","59",3.8383273338,43.66569073058
"108","57",3.8397768466,43.66569073058
"109","52",3.9423298772,43.66569073058
"110","54",3.969145864,43.66569073058
"111","53",3.9705953768,43.66569073058
"112","52",3.9720448896,43.66569073058
"113","51",3.9734944024,43.66569073058
"114","50",3.974581537,43.66569073058
"115","58",3.8383273338,43.66496521854
"116","52",3.9408803644,43.66496521854
"117","55",3.969145864,43.66496521854
"118","54",3.9705953768,43.66496521854
"119","53",3.9720448896,43.66496521854
"120","52",3.9734944024,43.66496521854
"121","51",3.9749439152,43.66496521854
"122","50",3.9760310498,43.66496521854
"123","53",3.85314628912766,43.6672035003655
"124","52",3.96422178375294,43.6653066359706
"125","53",3.96577002497895,43.6633232702389
"126","51",3.87850340637356,43.6711775690927
"127","54",3.96699291116471,43.6629167139565
"128","55",3.96761272546154,43.6634583858415
"129","56",3.96830031486667,43.6633932757867
"130","52",3.8905097946,43.66387695048
