fid,id,LDEN,st_area_sh,st_length_,Long,Lat
95,114374,55,100.073245665,40.0146464521,3.92048,43.64752
96,115544,65,100.0732684,40.0146509995,3.8859,43.64773
97,115581,50,400.2915276,100.036674841,3.8978,43.6477
98,115954,51,100.07276444,40.0145502431,3.89197,43.64755
99,116556,54,100.07384088,40.0147654518,3.79666,43.64864
100,120118,55,100.07372692,40.0147426672,3.94214,43.64596
101,120207,58,100.074337235,40.0148646856,3.7975,43.64782
102,121398,51,100.07371936,40.0147411567,3.94449,43.64565
103,122490,53,100.07381038,40.014759354,3.8312,43.64693
104,123717,53,100.07371936,40.0147411567,3.94299,43.64522
105,123865,52,300.22149974,80.0294270931,3.8053,43.647
106,124349,59,100.073833245,40.0147639263,3.8017,43.64696
107,125154,56,900.65902941,160.058570681,3.94005,43.64508
108,125406,60,100.073306405,40.0146585957,3.84284,43.64624
109,125807,56,100.073833245,40.0147639263,3.80826,43.6466
110,126158,54,100.07322297,40.0146419148,3.94645,43.64472
111,127067,52,500.3662094,120.043835574,3.91769,43.64495
112,127538,55,100.07374962,40.0147472065,3.90405,43.64505
113,128405,65,100.07430674,40.0148585909,3.84345,43.64569
114,130761,51,100.07274928,40.0145472122,3.90639,43.64448
115,133175,54,300.2197673,80.0292959329,3.90882,43.64405
116,134493,65,100.07376478,40.0147502374,3.89188,43.64395
117,134537,52,300.220763845,80.0293951736,3.9039,43.64379
118,134637,54,200.14747274,60.022016272,3.92713,43.64347
119,136306,60,300.221286755,80.0294974429,3.89385,43.64357
120,138688,53,100.074238435,40.014844933,3.92432,43.6427
121,139977,57,100.07274171,40.0145456978,3.93088,43.64233
122,141186,51,200.14750682,60.0221215665,3.90268,43.64246
123,142055,54,100.073742045,40.014745693,3.91637,43.64209
124,142970,57,100.07373448,40.0147441796,3.93397,43.64166
125,143043,50,100.074329605,40.0148631602,3.80421,43.64332
126,143596,59,100.074299135,40.0148570685,3.84585,43.64269
127,143606,63,100.07380276,40.0147578336,3.84796,43.64266
128,143965,52,100.073817995,40.0147608774,3.82404,43.64288
129,145121,64,4403.24795933,640.235673621,3.94099,43.64154
130,145443,53,100.073757195,40.0147487219,3.90111,43.64158
131,145975,50,100.073245665,40.0146464521,3.92614,43.64114
132,145984,56,100.07373448,40.0147441796,3.92924,43.6411
133,147252,52,200.147965345,60.0222162676,3.93444,43.6408
134,149035,52,100.07431436,40.0148601123,3.82946,43.64173
135,150991,52,100.07373448,40.0147441796,3.92599,43.64006
136,151846,53,600.44543818,140.051806891,3.92202,43.63995
137,151873,63,100.07422331,40.0148419091,3.93491,43.63976
138,152347,69,100.07372691,40.0147426692,3.94333,43.63955
139,152747,52,100.073757195,40.0147487219,3.90702,43.63997
140,153324,82,200.148465515,60.0222147549,3.94178,43.63939
141,153997,50,200.14911746,60.0222375067,3.8357,43.64066
142,155597,51,100.07425358,40.0148479608,3.90948,43.63939
143,157632,52,100.075291875,40.0150555423,3.85916,43.63963
144,160204,55,100.07379516,40.0147563111,3.85543,43.63914
145,160356,55,100.07425358,40.0148479608,3.90686,43.63844
146,160825,52,100.07425358,40.0148479608,3.9045,43.63838
147,161085,51,100.07480311,40.0149578268,3.84241,43.63913
148,161175,51,100.0747803,40.0149532665,3.86658,43.63881
149,163301,54,100.07431436,40.0148601123,3.82865,43.63886
150,163382,53,200.14910224,60.0223352219,3.84891,43.63859
151,165068,55,200.14900354,60.0222208069,3.91123,43.63748
152,165548,56,100.074238435,40.014844933,3.9243,43.6372
153,166242,53,100.07481072,40.0149593482,3.83508,43.63824
154,167005,52,100.074246005,40.0148464464,3.91612,43.63705
155,167989,56,100.074238435,40.014844933,3.92206,43.63678
156,168667,56,100.07481834,40.0149608717,3.82528,43.63792
157,169287,57,100.07530709,40.0150585841,3.84572,43.63756
158,173043,57,100.074238435,40.014844933,3.91745,43.63595
159,173387,56,100.07527668,40.0150525044,3.87346,43.63646
160,174319,50,300.22488288,80.0300133677,3.85301,43.63665
161,174770,51,100.07581107,40.0151593424,3.83566,43.6367
162,174775,50,100.07481072,40.0149593482,3.83677,43.63668
163,175332,51,200.15007977,60.022434458,3.85548,43.63639
164,175831,52,100.074291525,40.014855549,3.85523,43.63626
165,176641,50,100.07482596,40.0149623951,3.81409,43.63662
166,177495,74,100.07524635,40.0150464407,3.92462,43.63504
167,178920,69,200.1499736,60.0224162608,3.92455,43.63477
168,180215,56,100.07475754,40.0149487162,3.9049,43.63477
169,180560,53,100.0747803,40.0149532665,3.87206,43.63513
170,181385,51,100.07481834,40.0149608717,3.82733,43.63555
171,181702,66,100.074238435,40.014844933,3.92026,43.63429
172,189279,51,100.075329945,40.0150631544,3.80375,43.63442
173,189557,50,100.07576547,40.0151502259,3.89841,43.63315
174,189894,50,100.07528427,40.0150540238,3.8683,43.63347
175,190083,58,100.07575031,40.015147195,3.91477,43.63284
176,190401,50,100.07527668,40.0150525044,3.87264,43.63332
177,194354,64,1200.90239923,220.082901261,3.92141,43.63212
178,196003,50,200.1515689,60.0227306503,3.86647,43.63233
179,196113,52,200.1505268,60.0226253414,3.89268,43.63202
180,196188,62,300.22525023,80.0300943958,3.9116,43.63177
181,196441,53,100.075291875,40.0150555423,3.85675,43.63237
182,196504,50,100.0747803,40.0149532665,3.87161,43.63217
183,196626,58,1300.97984699,220.082714892,3.90295,43.63188
184,197298,50,100.07581869,40.0151608649,3.82651,43.63259
185,197922,50,100.07577305,40.0151517443,3.87793,43.63181
186,199483,55,500.37759672,120.045586402,3.82216,43.63238
187,200166,50,100.07576547,40.0151502259,3.89006,43.6312
188,201684,55,100.075803455,40.015157821,3.83826,43.63153
189,203747,59,200.1515841,60.0227336887,3.86092,43.63083
190,204575,50,100.07527668,40.0150525044,3.88656,43.63025
191,205727,78,100.07474996,40.0149472008,3.9091,43.62967
192,206006,59,200.15204249,60.0228283708,3.88581,43.62995
193,206303,51,100.076284625,40.0152540171,3.86722,43.63007
194,207125,53,100.07576547,40.0151502259,3.88803,43.6296
195,207188,51,100.07575031,40.015147195,3.91046,43.62929
196,207798,53,100.07626944,40.0152509812,3.88233,43.6295
197,207881,66,100.076254275,40.0152479494,3.90698,43.62916
198,208043,57,300.2283879,80.0305141138,3.84987,43.62994
199,208958,69,700.53179435,160.060187276,3.90797,43.62888
200,209566,57,100.07578065,40.0151532607,3.87253,43.62918
201,210452,65,200.15151198,60.0228238203,3.8983,43.6287
202,211198,54,100.07578065,40.0151532607,3.88095,43.62871
203,211307,71,500.37727375,120.045342344,3.90642,43.6284
204,211633,51,100.07626944,40.0152509812,3.88082,43.62862
205,212195,51,100.07623156,40.0152434101,3.93248,43.62782
206,212597,57,100.076246695,40.0152464359,3.91712,43.62794
207,213277,55,100.07578065,40.0151532607,3.86879,43.62842
208,214631,51,100.0763303,40.0152631486,3.80175,43.62895
209,216089,53,100.07575031,40.015147195,3.91276,43.62719
210,217625,74,100.076254275,40.0152479494,3.90147,43.62699
211,217794,53,100.0767962,40.0153562938,3.84708,43.62763
212,219190,52,100.07672796,40.01534265,3.93343,43.62618
213,219284,58,100.076307435,40.0152585793,3.84026,43.62737
214,221035,62,200.153058025,60.0228283708,3.87575,43.62653
215,221212,52,200.15366095,60.0229443398,3.80326,43.6274
216,221909,56,100.07675066,40.0153471893,3.90801,43.62591
217,221990,51,200.153176035,60.0229458655,3.80004,43.62726
218,222424,50,100.07684192,40.0153654343,3.79886,43.62719
219,222700,55,200.153546825,60.0229276087,3.87821,43.62614
220,223066,53,100.07629222,40.0152555375,3.86056,43.62628
221,224719,56,100.0767886,40.0153547744,3.85869,43.62595
222,226325,54,100.076284625,40.0152540171,3.86128,43.62555
223,226864,53,100.07675824,40.0153487047,3.89944,43.62494
224,227245,64,100.07675824,40.0153487047,3.89894,43.62486
225,229036,61,100.076315055,40.0152601007,3.82534,43.6254
226,230274,63,100.076307435,40.0152585793,3.83524,43.625
227,230291,50,200.15311125,60.0229382464,3.83822,43.62501
228,231145,57,400.3062301,100.038497578,3.83744,43.62486
229,231405,57,200.153520265,60.0230222991,3.90133,43.62393
230,232934,56,100.0767962,40.0153562938,3.84266,43.62436
231,233194,53,300.229247845,80.0304928709,3.91658,43.62339
232,234453,56,100.077247055,40.0154464292,3.91637,43.62309
233,234800,50,300.23033541,80.0305034799,3.87635,43.62355
234,236691,61,200.152527495,60.0229260913,3.88836,43.62307
235,237191,59,100.07674309,40.0153456759,3.91697,43.62254
236,238197,56,100.0767886,40.0153547744,3.86035,43.62305
237,241979,51,100.07675824,40.0153487047,3.89936,43.6218
238,242823,77,100.07576547,40.0151502259,3.89105,43.62173
239,243780,53,100.077254625,40.0154479446,3.90108,43.62141
240,244051,55,100.0767886,40.0153547744,3.85995,43.62188
241,244416,53,100.07681142,40.0153593366,3.83629,43.62211
242,245048,53,100.077277385,40.0154524929,3.87481,43.6215
243,247645,54,100.077315405,40.0154600959,3.82388,43.62164
244,248381,69,100.07776618,40.0155502144,3.88904,43.62068
245,248847,59,100.07676582,40.0153502201,3.89362,43.62052
246,249095,61,200.15459276,60.0231336776,3.84896,43.62104
247,250662,52,100.07726979,40.0154509765,3.88729,43.62025
248,251166,56,300.231798,80.0307981628,3.89311,43.62008
249,251682,53,200.15350132,60.0231215383,3.91231,43.61977
250,251808,52,100.077307795,40.0154585725,3.83637,43.62066
251,252066,67,100.07726979,40.0154509765,3.89001,43.61994
252,252967,80,200.15503597,60.0232268419,3.88865,43.61983
253,253890,53,100.07777377,40.0155517308,3.88653,43.61963
254,255222,52,500.387974825,120.046366594,3.85536,43.61987
255,255622,64,100.07781178,40.0155593308,3.83301,43.61999
256,255709,51,200.15458896,60.0232344347,3.85395,43.61976
257,255894,75,100.07776618,40.0155502144,3.88789,43.61925
258,255900,69,100.07726979,40.0154509765,3.88888,43.61924
259,258749,59,100.07776618,40.0155502144,3.89295,43.61864
260,258904,63,100.07781178,40.0155593308,3.832,43.61937
261,259198,51,100.07776618,40.0155502144,3.89171,43.61857
262,260191,56,100.077247055,40.0154464292,3.91351,43.61809
263,260849,51,100.078300545,40.0156570453,3.84835,43.6188
264,261708,51,200.155638795,60.0234420399,3.82419,43.61898
265,262115,64,100.07784228,40.0155654285,3.79259,43.61925
266,262334,52,300.23285909,80.0309065039,3.86444,43.61831
267,263339,52,200.155051145,60.0232268419,3.87441,43.61799
268,264106,55,100.07682666,40.0153623835,3.81835,43.61856
269,264268,53,100.07778895,40.0155547696,3.8601,43.61801
270,265233,58,300.23138896,80.0309125818,3.85349,43.61795
271,266341,52,100.07776618,40.0155502144,3.88536,43.61731
272,266773,54,100.077277385,40.0154524929,3.87954,43.61729
273,266990,57,200.156142785,60.0234420402,3.82082,43.61803
274,268158,50,100.07778136,40.0155532492,3.8742,43.6171
275,268627,51,600.46665018,140.054429544,3.88079,43.61701
276,268841,63,100.07781178,40.0155593308,3.82725,43.61754
277,269390,50,100.07830815,40.0156585677,3.84347,43.61724
278,269983,58,200.15456236,60.0231291204,3.87302,43.61675
279,270315,52,300.233924095,80.0310179044,3.83435,43.61724
280,270844,55,100.077804165,40.0155578094,3.83988,43.61702
281,271097,52,300.233806295,80.0311004305,3.89009,43.6164
282,271874,51,100.07779656,40.015556288,3.84656,43.61675
283,276317,50,300.232756665,80.0309951282,3.90584,43.61528
284,279979,54,200.15350132,60.0231215383,3.91156,43.61456
285,281157,50,100.079339005,40.0158646575,3.79375,43.61582
286,281742,57,100.078323385,40.0156616125,3.81765,43.61542
287,281827,54,100.07830815,40.0156585677,3.83475,43.61519
288,282194,51,200.15649861,60.0235215268,3.91328,43.61418
289,284990,56,200.15717746,60.023545849,3.80148,43.61509
290,285000,53,500.391173955,120.046890179,3.80375,43.61515
291,285320,58,100.07778136,40.0155532492,3.87351,43.61414
292,285692,54,100.078300545,40.0156570453,3.84241,43.61446
293,285751,51,100.07779656,40.015556288,3.85195,43.61434
294,286049,57,100.07772832,40.0155426443,3.93791,43.61315
295,286614,56,300.2345043,80.0311278071,3.80096,43.61489
296,289478,54,100.07732303,40.0154616184,3.81676,43.61417
297,294117,50,1100.86092757,240.094363568,3.8326,43.6136
298,295960,63,100.07833864,40.0156646633,3.80025,43.61321
299,297499,52,200.15612755,60.0234389934,3.82694,43.6126
300,297633,58,100.07828534,40.0156540055,3.86267,43.61212
301,298248,54,400.31250083,100.038966443,3.91197,43.6114
302,299087,53,400.313584585,100.039076289,3.88215,43.61161
303,299434,51,100.07879692,40.0157562822,3.85684,43.61184
304,299493,50,100.07827774,40.0156524881,3.87158,43.61164
305,299944,54,100.078292935,40.0156555259,3.8613,43.61169
306,300268,50,100.07930852,40.0158585609,3.83492,43.61195
307,300300,51,300.23539801,80.0313125699,3.84445,43.61182
308,300594,61,100.07884264,40.0157654226,3.80023,43.61231
309,302244,50,100.07878172,40.0157532434,3.87343,43.61108
310,304766,55,400.31430153,100.039102129,3.81452,43.61132
311,305102,60,100.07825499,40.0156479379,3.90809,43.61006
312,305176,53,700.550325445,160.063052538,3.80532,43.61141
313,306057,59,100.07825499,40.0156479379,3.90264,43.60996
314,306387,52,100.0792857,40.0158540008,3.86523,43.61038
315,306709,58,100.07881214,40.015759325,3.83142,43.61074
316,306947,61,100.07877413,40.015751726,3.88245,43.61005
317,307912,57,100.079270515,40.015850965,3.88479,43.60984
318,308899,57,300.236284455,80.0313966315,3.89792,43.60948
319,310228,53,100.07776618,40.0155502144,3.88553,43.60938
320,311132,57,100.07877413,40.015751726,3.88106,43.60926
321,311556,50,100.07927811,40.0158524814,3.87227,43.60929
322,311803,51,100.07882738,40.0157623718,3.81034,43.61002
323,312668,63,100.07775102,40.0155471836,3.91289,43.60855
324,313181,67,100.079331375,40.0158631321,3.80414,43.60983
325,313240,55,200.15714315,60.0235412748,3.82104,43.60961
326,314554,53,100.07931613,40.0158600843,3.82432,43.6093
327,315858,56,100.07882738,40.0157623718,3.81515,43.60915
328,317118,59,300.23621629,80.0313890619,3.92607,43.6075
329,317268,53,500.39451903,120.047171132,3.84021,43.60857
330,317670,56,100.078323385,40.0156616135,3.81452,43.6088
331,318154,55,200.158674205,60.0238466015,3.80424,43.60889
332,318421,66,100.07878172,40.0157532434,3.87322,43.60793
333,319545,50,300.236773275,80.0314958705,3.89947,43.60739
334,321042,56,700.55332273,160.062951777,3.80521,43.60838
335,321952,64,100.07882738,40.0157623718,3.80669,43.60809
336,321959,54,2602.05912217,480.190258348,3.80724,43.60844
337,322290,60,200.15752929,60.0236237973,3.89209,43.60695
338,322930,64,100.079323755,40.0158616067,3.82019,43.60773
339,328146,58,100.07925535,40.0158479332,3.89993,43.60576
340,329092,50,200.15852966,60.0237245519,3.89094,43.60571
341,329237,62,100.07982775,40.015962366,3.81868,43.60658
342,333045,57,100.07824741,40.0156464245,3.9134,43.60468
343,338236,54,100.07875138,40.0157471778,3.90842,43.60375
344,338271,72,100.07874381,40.0157456634,3.92589,43.60351
345,338620,52,100.07876654,40.0157502086,3.8948,43.60385
346,341696,50,100.079270515,40.015850965,3.88884,43.6033
347,343611,54,100.08029367,40.0160555144,3.85601,43.6033
348,344311,54,200.159999895,60.0240192419,3.9144,43.60241
349,344409,50,100.07981251,40.0159593193,3.84065,43.60332
350,344486,50,100.079789685,40.0159547571,3.85699,43.6031
351,346487,52,100.080286075,40.016053994,3.85822,43.60264
352,346515,52,100.079789685,40.0159547571,3.86565,43.60254
353,348253,52,200.15953382,60.0239260625,3.89215,43.60186
354,348289,64,200.159022255,60.0238222764,3.90112,43.60169
355,350195,51,100.07976691,40.0159502029,3.89077,43.60139
356,351245,52,100.079789685,40.0159547571,3.85733,43.60157
357,352603,60,1301.03888336,200.079845708,3.89765,43.60093
358,352742,54,100.08079766,40.0161562707,3.84667,43.60135
359,353272,50,200.15956418,60.0239306157,3.87441,43.60093
360,353955,53,100.08079766,40.0161562707,3.84914,43.60105
361,354346,51,300.23991868,80.0321186325,3.83638,43.60122
362,354505,54,100.07978209,40.0159532377,3.87019,43.60068
363,355736,54,100.07979729,40.0159562765,3.85928,43.60055
364,356429,50,100.08081288,40.0161593134,3.83723,43.60067
365,358522,58,100.07980489,40.0159577989,3.84391,43.60013
366,359980,57,200.160530395,60.0241260568,3.9031,43.5991
367,362416,54,200.160045365,60.0240253044,3.8899,43.5987
368,363151,57,100.07978209,40.0159532377,3.86841,43.59881
369,367894,59,100.08079005,40.0161547523,3.86478,43.59769
370,368376,53,100.0802633,40.0160494428,3.89314,43.59721
371,368974,63,100.08078246,40.0161532319,3.8758,43.59727
372,369182,60,100.08081288,40.0161593134,3.84273,43.59762
373,369631,50,100.080782455,40.0161532339,3.87418,43.59711
374,370179,53,800.64680165,180.072695623,3.8657,43.59719
375,370556,64,300.243347755,80.0323064658,3.87595,43.59688
376,370837,58,100.08028607,40.016053995,3.86489,43.59688
377,371325,53,1200.96763094,260.104568718,3.89952,43.59651
378,371686,54,100.07973661,40.0159441453,3.93175,43.59578
379,371777,58,100.08130165,40.016257029,3.84519,43.59687
380,373254,73,100.080278475,40.0160524766,3.87713,43.59608
381,373458,56,100.08181326,40.0163593077,3.83787,43.59652
382,373979,70,400.32462281,100.040583075,3.87669,43.596
383,374811,71,100.07975932,40.0159486885,3.90857,43.59529
384,376432,58,100.081286445,40.0162539892,3.8755,43.59529
385,376442,65,100.08078246,40.0161532319,3.87872,43.59525
386,376693,51,100.08130165,40.016257029,3.85086,43.59553
387,377748,59,100.08079766,40.0161562707,3.84887,43.59529
388,378048,53,100.08081288,40.0161593134,3.84144,43.5953
389,378362,50,100.08081288,40.0161593134,3.8371,43.59527
390,378899,51,100.08078246,40.0161532319,3.87264,43.5947
391,379271,61,100.080782455,40.0161532339,3.87152,43.59463
392,380805,66,200.1620537,60.0244298451,3.87597,43.59425
393,380815,63,100.08127126,40.0162509535,3.87919,43.59416
394,380843,50,100.08127126,40.0162509535,3.88488,43.59408
395,380904,56,300.242279085,80.0322973645,3.90053,43.5939
396,381372,53,100.08080526,40.0161577931,3.84129,43.59449
397,381622,54,100.08076728,40.0161501971,3.89652,43.59375
398,382025,57,100.08126368,40.0162494361,3.89936,43.59362
399,383366,51,200.16257289,60.0243306062,3.86363,43.59374
400,385752,51,100.08179043,40.0163547465,3.86194,43.59314
401,386930,60,100.081256095,40.0162479217,3.90738,43.59224
402,387126,51,100.08127884,40.0162524728,3.87382,43.59261
403,387255,54,200.162500825,60.0243215059,3.91159,43.59214
404,387644,55,200.16413813,60.024741241,3.82875,43.59308
405,388042,61,100.08079005,40.0161547523,3.85214,43.59264
406,388350,53,200.162122135,60.0244389654,3.84187,43.59273
407,389365,61,100.08130165,40.016257029,3.85288,43.59227
408,389409,52,200.16257289,60.0243306062,3.86285,43.59213
409,389562,72,100.08076728,40.0161501971,3.90067,43.59162
410,390286,52,300.24338575,80.0325110172,3.85902,43.59197
411,390429,75,100.081256095,40.0162479217,3.90029,43.59135
412,391235,61,400.32680236,100.041004362,3.8185,43.59218
413,393107,55,100.08179803,40.0163562669,3.85285,43.59101
414,394500,51,100.081820875,40.016360831,3.82324,43.59086
415,394670,59,200.16303892,60.024425291,3.88707,43.59
416,395358,60,100.08127126,40.0162509535,3.89109,43.58968
417,395560,54,100.081775245,40.0163517088,3.88229,43.58971
418,395940,54,100.08129404,40.0162555086,3.85505,43.5899
419,396434,56,100.08127126,40.0162509535,3.88785,43.58927
420,396622,52,100.08177524,40.0163517098,3.88624,43.5892
421,396779,58,200.163573265,60.024732113,3.87052,43.58937
422,397410,55,1401.14386441,280.114260453,3.88148,43.58912
423,397532,53,100.082294425,40.0164555028,3.85342,43.5892
424,398227,52,100.08177524,40.0163517098,3.88164,43.58855
425,398440,62,100.08176007,40.016348677,3.89254,43.58831
426,398472,63,100.082324875,40.0164615903,3.82295,43.58915
427,398834,53,100.082271635,40.0164509477,3.88634,43.58821
428,399269,68,100.082324875,40.0164615903,3.82344,43.58879
429,399816,59,200.164645935,60.0246404827,3.82324,43.58852
430,399992,66,100.082324875,40.0164615903,3.82429,43.58841
431,400143,50,100.08176766,40.0163501914,3.88744,43.58757
432,400369,61,100.08282125,40.0165608262,3.82565,43.58822
433,401185,69,100.082264055,40.0164494313,3.89287,43.58695
434,401675,74,400.32862053,100.041184576,3.87628,43.58704
435,401815,52,100.082294425,40.0164555028,3.85473,43.58711
436,401877,52,100.08176766,40.0163501914,3.88011,43.58677
437,403085,59,100.08279081,40.0165547407,3.87056,43.58636
438,403915,61,300.247955945,80.0328178522,3.82969,43.58645
439,404394,57,100.08227923,40.0164524651,3.88157,43.58558
440,404883,56,100.08227923,40.0164524651,3.86918,43.58548
441,405194,60,100.08280602,40.0165577815,3.85135,43.58553
442,405357,56,100.082294425,40.0164555028,3.85072,43.58545
443,406254,52,200.165092845,60.0248343897,3.85344,43.58501
444,406388,55,4203.46651989,740.303812925,3.83837,43.58524
445,406766,59,100.08179043,40.0163547465,3.87101,43.58446
446,406853,55,200.16561204,60.0247351537,3.84309,43.58474
447,407088,56,100.08227164,40.0164509477,3.88661,43.58407
448,407385,74,100.082264055,40.0164494313,3.8892,43.58385
449,408006,56,100.082294425,40.0164555028,3.86022,43.5838
450,408290,50,100.082286825,40.0164539835,3.86715,43.58352
451,409320,61,100.08280602,40.0165577815,3.84658,43.58317
452,409432,50,100.082324875,40.0164615903,3.82479,43.58337
453,410648,52,100.08277562,40.016551704,3.88321,43.58204
454,411506,54,100.08281364,40.0165593019,3.83702,43.58221
455,412000,56,100.08281364,40.0165593019,3.82748,43.58207
456,413862,53,200.16508904,60.0247321128,3.86243,43.5807
457,415149,55,100.08281364,40.0165593019,3.8345,43.58045
458,415572,78,200.16505485,60.0248298316,3.87399,43.57978
459,415714,57,100.08328721,40.0166539777,3.87027,43.5797
460,416753,50,1200.99980784,240.099865702,3.82661,43.57999
461,418410,77,100.08378361,40.0167532146,3.87308,43.57822
462,419435,56,100.08381402,40.0167592981,3.8311,43.57806
463,420193,82,100.08328721,40.0166539777,3.87194,43.57707
464,420503,81,100.08328721,40.0166539777,3.87205,43.57688
465,421017,50,200.16762805,60.0251381849,3.83113,43.57707
466,423268,56,300.25191561,80.0334117521,3.84762,43.5755
467,423313,66,100.084280005,40.0168524536,3.86731,43.57524
